case_id,collision_date,collision_time,latitude,longitude,collision_severity,pcf_violation_category,timestamp,sensor_id,dist_to_sensor,paper_type
90414823,2017-03-10,09:50:00,37.36784,-121.90105,property damage only,unknown,2017-03-10 09:50:00,400971,0.0008769475468937574,Minor
90415112,2017-03-17,05:00:00,37.31738,-121.93788,property damage only,improper turning,2017-03-17 05:00:00,407710,0.0009164114796141491,Minor
90415113,2017-03-17,05:05:00,37.31735,-121.93842,pain,speeding,2017-03-17 05:05:00,407710,0.0003886000514636723,Minor
90415115,2017-03-16,01:30:00,37.42905,-121.91779,other injury,dui,2017-03-16 01:30:00,401489,0.0017696553336618082,Minor
90415116,2017-03-18,01:50:00,37.3579,-121.8393,other injury,dui,2017-03-18 01:50:00,407176,0.0011503121315548214,Minor
90415117,2017-03-19,00:15:00,37.32833,-121.8756,property damage only,dui,2017-03-19 00:15:00,400799,0.0006714000297944163,Minor
90415125,2017-03-13,00:25:00,37.43886,-121.88948,pain,improper turning,2017-03-13 00:25:00,407184,0.012357923490613069,Minor
90415150,2017-03-03,15:20:00,37.25406,-121.94968,property damage only,unsafe starting or backing,2017-03-03 15:20:00,400934,0.00032029517637578616,Minor
90415156,2017-03-10,15:15:00,37.354,-122.06146,property damage only,speeding,2017-03-10 15:15:00,407337,0.0010668008248950903,Minor
90415176,2017-03-10,15:30:00,37.34956,-121.91728,pain,speeding,2017-03-10 15:30:00,403225,4.299999999801685e-05,Minor
90415194,2017-03-10,18:49:00,37.34169,-121.92741,pain,speeding,2017-03-10 18:49:00,400709,0.0005057133575481881,Minor
90415199,2017-02-23,04:20:00,37.41221,-122.07788,property damage only,improper turning,2017-02-23 04:20:00,400149,0.0004185164273980417,Minor
90415265,2017-03-08,16:03:00,37.43529,-121.9195,property damage only,unsafe lane change,2017-03-08 16:03:00,401489,0.008206330483226746,Minor
90415267,2017-03-10,10:00:00,37.38672,-121.99584,property damage only,unsafe lane change,2017-03-10 10:00:00,400643,0.004148136087449457,Minor
90415272,2017-03-10,11:15:00,37.36371,-121.89789,property damage only,speeding,2017-03-10 11:15:00,400922,0.0016463234797676615,Minor
90415313,2017-03-10,12:40:00,37.31773,-121.90389,pain,speeding,2017-03-10 12:40:00,402067,0.005646373172228807,Minor
90415325,2017-03-10,12:39:00,37.31755,-121.90426,property damage only,speeding,2017-03-10 12:39:00,402067,0.006046173169863362,Minor
90415326,2017-03-10,05:40:00,37.35336,-121.86481,property damage only,speeding,2017-03-10 05:40:00,400440,0.001081192859751722,Minor
90415337,2017-03-10,06:40:00,37.33778,-121.85584,property damage only,speeding,2017-03-10 06:40:00,401391,0.0011743513103005367,Minor
90415341,2017-03-10,11:35:00,37.3318,-121.86506,property damage only,improper turning,2017-03-10 11:35:00,401809,0.005660531777144632,Minor
90415352,2017-03-10,12:50:00,37.31618,-121.9075,pain,speeding,2017-03-10 12:50:00,414694,0.006102347908790556,Minor
90415357,2017-03-11,11:00:00,37.31737,-121.94322,property damage only,unsafe lane change,2017-03-11 11:00:00,407711,0.0017323201205265294,Minor
90415393,2017-03-11,12:45:00,37.29585,-121.93935,other injury,improper turning,2017-03-11 12:45:00,404370,0.00028143915861343806,Minor
90415394,2017-03-11,10:50:00,37.32655,-121.94091,property damage only,speeding,2017-03-11 10:50:00,408911,0.0013979306134397748,Minor
90415403,2017-03-11,14:15:00,37.34972,-121.86235,pain,speeding,2017-03-11 14:15:00,400996,0.0012083244597429663,Minor
90415557,2017-03-11,16:35:00,37.34863,-121.90795,pain,improper turning,2017-03-11 16:35:00,409524,0.0007261769756766573,Minor
90415562,2017-03-11,16:15:00,37.3194,-121.90163,property damage only,improper turning,2017-03-11 16:15:00,402067,0.0028475550916505737,Minor
90415574,2017-03-18,19:30:00,37.44094,-121.91991,property damage only,other improper driving,2017-03-18 19:30:00,401489,0.013773192077359026,Minor
90415579,2017-03-11,18:42:00,37.40348,-121.87685,property damage only,unsafe lane change,2017-03-11 18:42:00,407174,0.0027051818792849197,Minor
90415594,2017-03-11,14:50:00,37.30841,-121.94052,other injury,unsafe lane change,2017-03-11 14:50:00,407711,0.008757794985039449,Minor
90415666,2017-03-12,20:30:00,37.36366,-121.89743,pain,speeding,2017-03-12 20:30:00,400922,0.0021050608067371673,Minor
90415680,2017-03-11,09:00:00,37.3504,-121.8386,pain,unsafe lane change,2017-03-11 09:00:00,407176,0.008292286656885067,Minor
90415704,2017-03-12,18:30:00,37.34639,-121.84217,property damage only,unsafe lane change,2017-03-12 18:30:00,407165,0.0039786798061646695,Minor
90415768,2017-03-12,18:30:00,37.31765,-121.93516,property damage only,improper turning,2017-03-12 18:30:00,407710,0.0036380173171596574,Minor
90415814,2017-03-12,08:35:00,37.38688,-121.99576,other injury,traffic signals and signs,2017-03-12 08:35:00,400643,0.003974517958192985,Minor
90415912,2017-03-05,01:00:00,37.31618,-121.9411,property damage only,improper turning,2017-03-05 01:00:00,407711,0.001016992133693387,Minor
90416129,2017-03-13,08:40:00,37.40578,-122.05822,pain,speeding,2017-03-13 08:40:00,402373,0.0019290292895721478,Minor
90416134,2017-03-09,09:10:00,37.4368,-121.91951,pain,unsafe lane change,2017-03-09 09:10:00,401489,0.009656236326844984,Minor
90416150,2017-03-13,22:45:00,37.31761,-121.97423,property damage only,speeding,2017-03-13 22:45:00,400292,0.0025023005415031763,Minor
90416299,2017-03-10,05:45:00,37.33596,-121.85833,pain,speeding,2017-03-10 05:45:00,401655,0.0006923994511871037,Minor
90416334,2017-03-13,08:45:00,37.38421,-121.97156,pain,speeding,2017-03-13 08:45:00,400372,0.0027592718242294145,Minor
90416340,2017-03-13,16:15:00,37.35541,-121.8677,property damage only,unsafe lane change,2017-03-13 16:15:00,400668,0.0007882823098458465,Minor
90416344,2017-02-15,10:10:00,37.38294,-121.90473,property damage only,speeding,2017-02-15 10:10:00,402281,0.0015542602742153297,Minor
90416360,2017-03-13,10:45:00,37.36892,-121.92536,property damage only,unknown,2017-03-13 10:45:00,401816,0.002709838556079733,Minor
90416409,2017-03-13,14:50:00,37.37057,-121.82439,property damage only,automobile right of way,2017-03-13 14:50:00,407177,0.019811648947039167,Minor
90416440,2017-03-13,18:47:00,37.37228,-121.92157,pain,speeding,2017-03-13 18:47:00,400911,0.0006500192304821264,Minor
90416487,2017-03-13,14:15:00,37.31696,-121.92159,property damage only,unsafe lane change,2017-03-13 14:15:00,403419,0.00019849433241880864,Minor
90416626,2017-03-14,17:45:00,37.31996,-121.96408,pain,speeding,2017-03-14 17:45:00,400292,0.008739765900764224,Minor
90416650,2017-03-14,07:50:00,37.39147,-121.99674,property damage only,improper turning,2017-03-14 07:50:00,400168,0.0012534241101871913,Minor
90416737,2017-03-09,19:00:00,37.34845,-121.86012,property damage only,dui,2017-03-09 19:00:00,400160,0.0004725727457185802,Minor
90416752,2017-03-13,16:10:00,37.34718,-121.84125,property damage only,speeding,2017-03-13 16:10:00,407165,0.005188889380198588,Minor
90416766,2017-03-13,17:15:00,37.35046,-121.83826,property damage only,other hazardous violation,2017-03-13 17:15:00,407176,0.008309032314293061,Minor
90416865,2017-03-17,17:00:00,37.32375,-122.05028,property damage only,speeding,2017-03-17 17:00:00,404435,0.0028989908589046104,Minor
90416905,2017-03-12,15:20:00,37.34943,-121.83932,property damage only,other hazardous violation,2017-03-12 15:20:00,407165,0.008112579922558061,Minor
90416911,2017-03-17,17:48:00,37.31621,-121.96099,property damage only,speeding,2017-03-17 17:48:00,400714,0.007500304527128956,Minor
90416982,2017-03-17,18:58:00,37.25522,-121.95419,other injury,speeding,2017-03-17 18:58:00,400822,0.001284231287586687,Minor
90417026,2017-03-13,17:35:00,37.2747,-121.9467,other injury,unsafe lane change,2017-03-13 17:35:00,400436,0.0030317879213457868,Minor
90417196,2017-03-14,06:35:00,37.35861,-121.84023,property damage only,other than driver (or pedestrian),2017-03-14 06:35:00,407176,9.454099639576333e-05,Minor
90417197,2017-03-14,06:49:00,37.3165,-121.9268,property damage only,unknown,2017-03-14 06:49:00,405701,0.002365950548934224,Minor
90417203,2017-03-14,17:45:00,37.32453,-122.05053,property damage only,speeding,2017-03-14 17:45:00,404435,0.0020869901772617755,Minor
90417205,2017-03-14,17:25:00,37.37345,-121.91802,property damage only,unsafe lane change,2017-03-14 17:25:00,400863,0.0022031298191363046,Minor
90417209,2017-03-14,20:05:00,37.41925,-121.95528,property damage only,speeding,2017-03-14 20:05:00,400104,0.0002096878632711148,Minor
90417219,2017-03-14,21:15:00,37.3197,-121.9316,property damage only,improper turning,2017-03-14 21:15:00,407710,0.007534011547628473,Minor
90417232,2017-03-14,18:25:00,37.44553,-121.891,pain,speeding,2017-03-14 18:25:00,407184,0.019142498086711056,Minor
90417233,2017-03-14,20:25:00,37.30405,-121.87887,property damage only,unsafe lane change,2017-03-14 20:25:00,400664,0.0009375462655327155,Minor
90417279,2017-03-15,15:32:00,37.33415,-122.03821,property damage only,speeding,2017-03-15 15:32:00,400823,0.008099605052101158,Minor
90417347,2017-03-14,06:10:00,37.3351,-121.84738,property damage only,speeding,2017-03-14 06:10:00,401908,0.0003367194678197619,Minor
90417353,2017-03-13,14:30:00,37.37734,-122.06844,pain,improper turning,2017-03-13 14:30:00,407352,0.0006952078825668033,Minor
90417390,2017-03-15,17:54:00,37.31639,-121.95717,property damage only,speeding,2017-03-15 17:54:00,400714,0.0036795880204053056,Minor
90417429,2017-03-15,10:50:00,37.25369,-121.8816,property damage only,speeding,2017-03-15 10:50:00,400461,0.0028963373422490786,Minor
90417456,2017-03-15,12:55:00,37.318,-121.9801,property damage only,speeding,2017-03-15 12:55:00,400414,0.0027996008644051253,Minor
90417495,2017-03-14,05:45:00,37.33118,-121.84322,property damage only,speeding,2017-03-14 05:45:00,402360,0.001806322783998943,Minor
90417506,2017-03-15,19:50:00,37.26824,-121.98745,property damage only,improper turning,2017-03-15 19:50:00,404444,0.006458372627842873,Minor
90417508,2017-03-15,18:00:00,37.40209,-121.90912,property damage only,unsafe lane change,2017-03-15 18:00:00,402120,0.0029262252134783567,Minor
90417773,2017-03-14,18:08:00,37.31655,-121.9571,property damage only,speeding,2017-03-14 18:08:00,400714,0.003595884870216611,Minor
90417776,2017-03-14,16:33:00,37.33427,-122.02836,property damage only,unsafe lane change,2017-03-14 16:33:00,400823,0.0017511259235118985,Minor
90417782,2017-03-14,16:04:00,37.33814,-121.99581,property damage only,speeding,2017-03-14 16:04:00,400560,0.015068416041500506,Minor
90417863,2017-03-15,17:20:00,37.41356,-121.91149,other injury,unsafe lane change,2017-03-15 17:20:00,400238,0.0008876778694976254,Minor
90418170,2017-03-13,08:42:00,37.4058,-122.05832,other injury,speeding,2017-03-13 08:42:00,402373,0.0020309490392387774,Minor
90418174,2017-03-13,08:35:00,37.40413,-122.05171,property damage only,speeding,2017-03-13 08:35:00,401998,0.000641797475848362,Minor
90418182,2017-03-13,08:41:00,37.40575,-122.05812,pain,speeding,2017-03-13 08:41:00,402373,0.0018248161551268614,Minor
90418238,2017-03-16,19:15:00,37.3776,-122.0677,property damage only,speeding,2017-03-16 19:15:00,407328,0.00041431027021264987,Minor
90418364,2017-03-14,05:44:00,37.33118,-121.84322,property damage only,speeding,2017-03-14 05:44:00,402360,0.001806322783998943,Minor
90418407,2017-03-15,17:56:00,37.37457,-121.93185,property damage only,speeding,2017-03-15 17:56:00,400760,0.0007971129154610621,Minor
90418413,2017-03-15,08:25:00,37.37783,-122.06749,property damage only,speeding,2017-03-15 08:25:00,407328,0.0006152015929756456,Minor
90418447,2017-03-15,16:39:00,37.3321,-122.01766,property damage only,speeding,2017-03-15 16:39:00,400499,0.002917612894131395,Minor
90418474,2017-03-16,07:19:00,37.334,-122.023,property damage only,other hazardous violation,2017-03-16 07:19:00,400823,0.007115358177922311,Minor
90418485,2017-03-16,05:00:00,37.35057,-121.91802,property damage only,improper turning,2017-03-16 05:00:00,403225,0.0012870155399169376,Minor
90418529,2017-03-16,17:35:00,37.40948,-121.99654,property damage only,speeding,2017-03-16 17:35:00,400970,0.0003084574524890962,Minor
90418541,2017-03-16,19:45:00,37.41916,-121.95578,other injury,dui,2017-03-16 19:45:00,400104,0.0003367625276048823,Minor
90418615,2017-03-16,18:10:00,37.3016,-121.96411,pain,automobile right of way,2017-03-16 18:10:00,400292,0.01677690817761099,Minor
90418736,2017-03-20,15:50:00,37.38255,-121.90459,property damage only,speeding,2017-03-20 15:50:00,402281,0.0019566872514504004,Minor
90418746,2017-03-16,09:30:00,37.42256,-121.92937,property damage only,unsafe lane change,2017-03-16 09:30:00,413845,0.0036377270375932617,Minor
90418864,2017-03-16,07:35:00,37.37658,-121.93943,property damage only,speeding,2017-03-16 07:35:00,400172,0.00042353276143166263,Minor
90418869,2017-03-16,11:05:00,37.41985,-121.94202,property damage only,unsafe lane change,2017-03-16 11:05:00,401014,0.002895069083804637,Minor
90418893,2017-03-16,07:30:00,37.35748,-121.90823,pain,unsafe lane change,2017-03-16 07:30:00,401560,0.0003490444097749387,Minor
90418904,2017-03-16,09:15:00,37.3538,-121.8656,pain,speeding,2017-03-16 09:15:00,400440,0.00023844915600172717,Minor
90418909,2017-03-17,17:40:00,37.25064,-121.89415,pain,speeding,2017-03-17 17:40:00,400059,0.01358593044293127,Minor
90419993,2017-03-10,22:45:00,37.4103,-122.07502,other injury,dui,2017-03-10 22:45:00,401937,0.00208304584683334,Minor
90420017,2017-03-17,16:00:00,37.4023,-122.04546,property damage only,speeding,2017-03-17 16:00:00,400435,0.0021770663747258507,Minor
90420057,2017-03-17,17:53:00,37.25223,-121.93932,property damage only,speeding,2017-03-17 17:53:00,400700,0.005305335616159382,Minor
90420107,2017-03-17,08:40:00,37.34029,-121.92908,pain,improper turning,2017-03-17 08:40:00,400709,0.0016962859428722896,Minor
90420123,2017-03-23,19:57:00,37.34182,-121.92586,property damage only,dui,2017-03-23 19:57:00,400147,0.0005917136131576087,Minor
90420148,2017-03-17,05:35:00,37.41941,-121.95728,property damage only,other than driver (or pedestrian),2017-03-17 05:35:00,400449,0.0017824948807837974,Minor
90420151,2017-03-16,17:15:00,37.41019,-121.99406,pain,unsafe lane change,2017-03-16 17:15:00,400970,0.0022994142732423854,Minor
90420161,2017-03-17,10:30:00,37.41146,-121.98911,property damage only,speeding,2017-03-17 10:30:00,400970,0.0074092311342054155,Minor
90420175,2017-03-17,15:50:00,37.39132,-121.99676,property damage only,speeding,2017-03-17 15:50:00,400168,0.0012455569035494888,Minor
90420180,2017-03-17,16:10:00,37.34264,-121.84804,property damage only,speeding,2017-03-17 16:10:00,407173,0.0006356516341520677,Minor
90420188,2017-03-17,17:50:00,37.3163,-121.9666,property damage only,speeding,2017-03-17 17:50:00,400292,0.005452557931838832,Minor
90420205,2017-03-17,17:07:00,37.42176,-122.09358,property damage only,unsafe lane change,2017-03-17 17:07:00,401507,0.0167227560527716,Minor
90420221,2017-03-17,13:50:00,37.37648,-121.9399,pain,speeding,2017-03-17 13:50:00,400172,0.000286356421253793,Minor
90420238,2017-03-18,16:30:00,37.36318,-121.89231,pain,speeding,2017-03-18 16:30:00,400965,0.001288675676812259,Minor
90420247,2017-03-18,12:25:00,37.24218,-121.96576,property damage only,improper turning,2017-03-18 12:25:00,400649,0.012239807392276392,Minor
90420259,2017-03-18,19:40:00,37.44379,-121.92058,property damage only,speeding,2017-03-18 19:40:00,401489,0.016700608970928482,Minor
90420295,2017-03-18,16:38:00,37.3076,-121.8811,property damage only,speeding,2017-03-18 16:38:00,404461,0.002001116688243885,Minor
90420318,2017-03-18,00:16:00,37.42235,-122.09328,property damage only,speeding,2017-03-18 00:16:00,401507,0.016804225956594036,Minor
90420337,2017-03-19,12:20:00,37.33267,-121.86368,property damage only,speeding,2017-03-19 12:20:00,401809,0.004033365840097784,Minor
90420340,2017-03-20,04:15:00,37.37105,-121.91378,property damage only,other than driver (or pedestrian),2017-03-20 04:15:00,400863,0.0028721039326605,Minor
90420379,2017-03-20,10:25:00,37.3089,-121.9636,property damage only,speeding,2017-03-20 10:25:00,400292,0.011285246474936958,Minor
90420381,2017-03-16,10:15:00,37.38869,-121.98723,other injury,improper turning,2017-03-16 10:15:00,402367,0.0007615694321604151,Minor
90420385,2017-03-20,11:30:00,37.334,-122.023,property damage only,other hazardous violation,2017-03-20 11:30:00,400823,0.007115358177922311,Minor
90420397,2017-03-20,06:15:00,37.3295,-121.84182,pain,speeding,2017-03-20 06:15:00,402359,0.0003626403176690929,Minor
90420526,2017-03-16,16:33:00,37.27125,-121.94783,property damage only,unsafe lane change,2017-03-16 16:33:00,400436,0.0009054380155362748,Minor
90420622,2017-03-20,22:00:00,37.32525,-121.88486,property damage only,improper turning,2017-03-20 22:00:00,401811,0.000991690475904294,Minor
90420627,2017-02-13,21:26:00,37.3395,-121.9956,property damage only,speeding,2017-02-13 21:26:00,400560,0.016373869487687726,Minor
90420636,2017-03-21,08:42:00,37.27601,-122.00697,other injury,speeding,2017-03-21 08:42:00,400582,0.0022203576288512684,Minor
90420687,2017-03-20,16:30:00,37.31101,-121.93923,property damage only,speeding,2017-03-20 16:30:00,407710,0.006463789136408901,Minor
90420934,2017-03-17,16:50:00,37.30884,-121.96369,property damage only,automobile right of way,2017-03-17 16:50:00,400292,0.011258085450028632,Minor
90420938,2017-03-17,12:20:00,37.31723,-121.93439,property damage only,unsafe lane change,2017-03-17 12:20:00,407710,0.004408951122428886,Minor
90420939,2017-03-21,10:00:00,37.32907,-122.05192,property damage only,speeding,2017-03-21 10:00:00,404435,0.0026983528308942273,Minor
90421021,2017-03-18,13:10:00,37.42701,-121.88471,pain,speeding,2017-03-18 13:10:00,407150,0.000380489158835937,Minor
90421166,2017-03-17,17:05:00,37.36675,-121.84475,property damage only,speeding,2017-03-17 17:05:00,407204,0.0007423058668849818,Minor
90421199,2017-03-19,11:34:00,37.36236,-121.88387,other injury,speeding,2017-03-19 11:34:00,400109,0.005566763152855014,Minor
90421231,2017-03-20,17:50:00,37.36332,-121.89599,property damage only,speeding,2017-03-20 17:50:00,400965,0.002398016889014232,Minor
90421265,2017-03-19,13:40:00,37.3399,-121.8518,property damage only,speeding,2017-03-19 13:40:00,400665,0.002936583388902703,Minor
90421296,2017-03-20,05:00:00,37.36694,-121.90617,property damage only,speeding,2017-03-20 05:00:00,402365,0.002021920374286813,Minor
90421315,2017-03-20,09:05:00,37.3909,-121.9133,property damage only,speeding,2017-03-20 09:05:00,402284,0.006622669325886064,Minor
90421353,2017-03-20,06:10:00,37.375,-121.9314,pain,unsafe lane change,2017-03-20 06:10:00,400760,0.0005073549053632517,Minor
90421403,2017-03-25,02:00:00,37.37093,-121.92668,property damage only,dui,2017-03-25 02:00:00,401816,0.0003080990100617036,Minor
90421680,2017-03-21,18:00:00,37.25052,-121.89696,other injury,speeding,2017-03-21 18:00:00,400059,0.010775070579810562,Minor
90421748,2017-03-15,20:20:00,37.35555,-121.86786,severe injury,dui,2017-03-15 20:20:00,400668,0.0009911352077340708,Minor
90421799,2017-03-21,10:55:00,37.33656,-121.85726,property damage only,speeding,2017-03-21 10:55:00,401655,0.0019187435993390826,Minor
90421984,2017-03-20,11:53:00,37.31904,-121.83035,property damage only,improper passing,2017-03-20 11:53:00,402359,0.015885302892928093,Minor
90421990,2017-03-21,14:50:00,37.32628,-121.83895,property damage only,unsafe lane change,2017-03-21 14:50:00,402359,0.0046715958729368805,Minor
90422109,2017-03-26,16:20:00,37.2562,-121.8733,property damage only,dui,2017-03-26 16:20:00,400085,0.0015347103961389445,Minor
90422116,2017-03-20,08:40:00,37.4044,-122.0521,property damage only,speeding,2017-03-20 08:40:00,401998,0.001053652694202671,Minor
90422128,2017-03-21,15:00:00,37.31129,-121.9313,property damage only,improper turning,2017-03-21 15:00:00,405701,0.00887410851860131,Minor
90422182,2017-03-18,19:50:00,37.35544,-121.8386,pain,speeding,2017-03-18 19:50:00,407176,0.0035048221067511083,Minor
90422186,2017-03-18,17:45:00,37.3324,-121.8968,other injury,improper turning,2017-03-18 17:45:00,402056,0.003635046767242615,Minor
90422250,2017-03-20,17:45:00,37.38399,-121.97129,pain,speeding,2017-03-20 17:45:00,400372,0.0030751294281697486,Minor
90422276,2017-03-21,08:49:00,37.3335,-122.0508,property damage only,speeding,2017-03-21 08:49:00,404640,0.0011785266225196047,Minor
90422278,2017-03-21,16:32:00,37.36688,-121.90669,property damage only,unsafe lane change,2017-03-21 16:32:00,402365,0.00161226610706188,Minor
90422324,2017-03-21,17:40:00,37.39718,-121.908,pain,speeding,2017-03-21 17:40:00,402285,0.0015277133238893034,Minor
90422344,2017-03-22,00:50:00,37.3427,-121.84727,property damage only,improper turning,2017-03-22 00:50:00,407173,0.0009935758652502573,Minor
90422355,2017-03-22,07:29:00,37.32888,-121.87025,property damage only,speeding,2017-03-22 07:29:00,403402,0.0005689604555661063,Minor
90422356,2017-03-22,10:27:00,37.28131,-121.86588,property damage only,speeding,2017-03-22 10:27:00,401567,0.001978607591214102,Minor
90422394,2017-03-22,02:00:00,37.2704,-121.8628,property damage only,speeding,2017-03-22 02:00:00,401957,0.0017232997417638387,Minor
90422410,2017-03-22,22:00:00,37.3545,-121.8656,property damage only,speeding,2017-03-22 22:00:00,400440,0.0008056413594159089,Minor
90422427,2017-03-22,23:20:00,37.31683,-121.93172,property damage only,unsafe lane change,2017-03-22 23:20:00,407710,0.007100913321529238,Minor
90422526,2017-03-22,05:45:00,37.33369,-122.04298,pain,speeding,2017-03-22 05:45:00,404640,0.006647434467522914,Minor
90422538,2017-03-22,06:35:00,37.33239,-121.86347,property damage only,improper turning,2017-03-22 06:35:00,401809,0.003990531292962131,Minor
90422596,2017-03-22,07:35:00,37.39583,-122.0129,pain,speeding,2017-03-22 07:35:00,402370,0.0005454759389674187,Minor
90422696,2017-03-21,12:20:00,37.36331,-121.96675,other injury,automobile right of way,2017-03-21 12:20:00,400206,0.018632973890388205,Minor
90422714,2017-03-23,09:03:00,37.33364,-122.04475,property damage only,speeding,2017-03-23 09:03:00,404640,0.00487706930441569,Minor
90422738,2017-03-23,09:01:00,37.30409,-121.9405,property damage only,speeding,2017-03-23 09:01:00,404370,0.008177240854960667,Minor
90422769,2017-03-23,14:55:00,37.37782,-121.94797,property damage only,speeding,2017-03-23 14:55:00,400227,0.00442259482655705,Minor
90422889,2017-03-17,08:00:00,37.35716,-121.86939,other injury,speeding,2017-03-17 08:00:00,402363,0.0031624699208016352,Minor
90423097,2017-03-22,08:16:00,37.32564,-121.94098,pain,speeding,2017-03-22 08:16:00,408911,0.0005018067357040756,Minor
90423104,2017-03-21,12:10:00,37.3251,-121.94071,property damage only,unsafe lane change,2017-03-21 12:10:00,400951,5.9682493241021345e-05,Minor
90423111,2017-03-19,11:32:00,37.36238,-121.88405,property damage only,speeding,2017-03-19 11:32:00,400109,0.005385875230636351,Minor
90423115,2017-03-19,12:30:00,37.33623,-121.84777,property damage only,speeding,2017-03-19 12:30:00,400804,0.0006817404198147855,Minor
90423119,2017-03-21,13:30:00,37.44068,-121.89012,property damage only,speeding,2017-03-21 13:30:00,407184,0.014285402094437988,Minor
90423169,2017-03-17,16:00:00,37.41901,-121.96099,property damage only,speeding,2017-03-17 16:00:00,400567,0.0018327034675539203,Minor
90423174,2017-03-21,21:25:00,37.40254,-121.87708,property damage only,improper turning,2017-03-21 21:25:00,407174,0.001926169514870224,Minor
90423182,2017-03-22,09:00:00,37.31866,-121.9023,property damage only,speeding,2017-03-22 09:00:00,402067,0.003843863941397827,Minor
90423186,2017-03-23,16:32:00,37.35453,-121.86553,property damage only,speeding,2017-03-23 16:32:00,400440,0.0008561647037747964,Minor
90423191,2017-03-21,21:26:00,37.4002,-121.87636,property damage only,unsafe starting or backing,2017-03-21 21:26:00,407174,0.0007269449772892917,Minor
90423204,2017-03-23,10:39:00,37.39503,-122.00968,property damage only,speeding,2017-03-23 10:39:00,400904,0.0008388164280573583,Minor
90423208,2017-02-04,04:48:00,37.30097,-121.94055,property damage only,other than driver (or pedestrian),2017-02-04 04:48:00,404370,0.005141409145360904,Minor
90423215,2017-03-23,16:15:00,37.24891,-121.95985,property damage only,speeding,2017-03-23 16:15:00,400649,0.00331879270216995,Minor
90423225,2017-03-23,14:30:00,37.40078,-122.03675,property damage only,speeding,2017-03-23 14:30:00,400545,0.0031889471616728233,Minor
90423279,2017-03-23,16:15:00,37.32358,-121.96423,property damage only,unsafe starting or backing,2017-03-23 16:15:00,400292,0.010632614353961211,Minor
90423287,2017-03-23,16:16:00,37.30407,-121.87891,pain,speeding,2017-03-23 16:16:00,400664,0.0009812405413662038,Minor
90423290,2017-03-23,17:10:00,37.31644,-121.95235,property damage only,speeding,2017-03-23 17:10:00,401388,0.00020757649192272012,Minor
90423332,2017-03-24,13:10:00,37.34871,-122.05981,property damage only,speeding,2017-03-24 13:10:00,407339,0.0029001630988661244,Minor
90423354,2017-03-23,11:35:00,37.39988,-121.90942,pain,speeding,2017-03-23 11:35:00,402120,0.0011159901433279937,Minor
90423483,2017-03-24,11:35:00,37.36357,-121.89493,property damage only,improper turning,2017-03-24 11:35:00,400965,0.0013628371142636341,Minor
90424055,2017-03-23,14:45:00,37.25661,-121.93721,property damage only,speeding,2017-03-23 14:45:00,400713,0.005938141207484246,Minor
90424079,2017-02-26,14:00:00,37.40871,-122.07022,other injury,dui,2017-02-26 14:00:00,407332,0.0015443176486762524,Minor
90424084,2017-03-22,06:45:00,37.33361,-121.86134,pain,improper turning,2017-03-22 06:45:00,401809,0.001542063552521438,Minor
90424122,2017-03-22,15:35:00,37.33669,-122.05956,property damage only,unsafe lane change,2017-03-22 15:35:00,407373,0.0009520346632348239,Minor
90424250,2017-03-24,08:30:00,37.39799,-121.92489,property damage only,unsafe lane change,2017-03-24 08:30:00,402120,0.01642165625021904,Minor
90424471,2017-03-25,12:15:00,37.35924,-121.90583,property damage only,following too closely,2017-03-25 12:15:00,400030,0.0007243431507120002,Minor
90424518,2017-03-23,15:30:00,37.33043,-121.94032,property damage only,speeding,2017-03-23 15:30:00,400951,0.005291192871179334,Minor
90424558,2017-03-21,08:55:00,37.32169,-121.83472,pain,speeding,2017-03-21 08:55:00,402359,0.010913448950720921,Minor
90424611,2017-03-29,09:45:00,37.35961,-122.06279,property damage only,speeding,2017-03-29 09:45:00,402060,0.002981018953318517,Minor
90424707,2017-03-22,13:25:00,37.37365,-121.99601,property damage only,unknown,2017-03-22 13:25:00,400794,0.016928154654299886,Minor
90424712,2017-03-23,17:45:00,37.33196,-122.05532,pain,unsafe lane change,2017-03-23 17:45:00,407344,0.0007819015283097267,Minor
90424733,2017-03-21,15:05:00,37.37003,-121.83163,pain,speeding,2017-03-21 15:05:00,407177,0.013762131884276543,Minor
90424752,2017-03-25,13:11:00,37.34871,-122.05981,property damage only,speeding,2017-03-25 13:11:00,407339,0.0029001630988661244,Minor
90425057,2017-03-25,05:55:00,37.33457,-121.936,property damage only,speeding,2017-03-25 05:55:00,400514,0.00028977232440440535,Minor
90425076,2017-03-25,09:00:00,37.33603,-121.93424,pain,improper turning,2017-03-25 09:00:00,400057,0.0016308243314299665,Minor
90425081,2017-03-25,10:40:00,37.34063,-121.92838,property damage only,unsafe lane change,2017-03-25 10:40:00,400709,0.000937969082650204,Minor
90425615,2017-03-31,11:45:00,37.36372,-121.89759,property damage only,speeding,2017-03-31 11:45:00,400922,0.0019464842665893277,Minor
90425617,2017-04-01,13:35:00,37.36263,-121.88629,property damage only,dui,2017-04-01 13:35:00,400109,0.003136920783186315,Minor
90425618,2017-03-26,20:00:00,37.35082,-121.83837,other injury,dui,2017-03-26 20:00:00,407176,0.007933146790523192,Minor
90425630,2017-04-01,20:05:00,37.41053,-121.99237,property damage only,dui,2017-04-01 20:05:00,400970,0.004022907654926933,Minor
