case_id,collision_date,collision_time,latitude,longitude,collision_severity,pcf_violation_category,timestamp,sensor_id,dist_to_sensor,paper_type
8386670,2017-03-24,22:29:00,37.2767,-122.00807,pain,traffic signals and signs,2017-03-24 22:29:00,400952,0.0034087469838661793,Minor
8386693,2017-04-27,18:25:00,37.32293,-122.05084,property damage only,improper turning,2017-04-27 18:25:00,400209,0.0034766998720023347,Minor
8386709,2017-03-28,17:10:00,37.2767,-122.00807,property damage only,speeding,2017-03-28 17:10:00,400952,0.0034087469838661793,Minor
8386713,2017-03-21,07:28:00,37.32292,-122.04941,pain,unsafe lane change,2017-03-21 07:28:00,400677,0.002982366342356743,Minor
8386856,2017-03-28,14:15:00,37.37178,-122.04847,other injury,wrong side of road,2017-03-28 14:15:00,407336,0.016650469212615416,Minor
8387185,2017-04-06,18:13:00,37.34483,-122.04323,pain,automobile right of way,2017-04-06 18:13:00,404640,0.012912020175016406,Minor
8389096,2017-05-20,20:54:00,37.41272,-121.90396,property damage only,automobile right of way,2017-05-20 20:54:00,400238,0.008381156960706612,Minor
8389124,2017-04-05,12:07:00,37.31546,-122.0505,property damage only,unsafe starting or backing,2017-04-05 12:07:00,400209,0.0047346554256861495,Minor
8389126,2017-05-07,13:44:00,37.4119,-121.88512,property damage only,improper turning,2017-05-07 13:44:00,407190,0.005160021802285033,Minor
8389128,2017-04-23,23:37:00,37.30277,-122.0523,property damage only,improper turning,2017-04-23 23:37:00,400209,0.017499052602924302,Minor
8389130,2017-05-02,08:40:00,37.43188,-121.90402,property damage only,unsafe lane change,2017-05-02 08:40:00,401489,0.01366757476658635,Minor
8389134,2017-05-26,07:45:00,37.43402,-121.89198,property damage only,unsafe lane change,2017-05-26 07:45:00,407184,0.009728828963439868,Minor
8389136,2017-04-26,13:07:00,37.33296,-122.04137,property damage only,automobile right of way,2017-04-26 13:07:00,404640,0.008282859711477212,Minor
8389138,2017-05-19,08:54:00,37.42696,-121.87844,property damage only,improper turning,2017-05-19 08:54:00,407150,0.006004216185325215,Minor
8389140,2017-04-29,15:31:00,37.3157,-122.04149,property damage only,speeding,2017-04-29 15:31:00,400677,0.008448987454136782,Minor
8389142,2017-05-08,15:32:00,37.43469,-121.91539,property damage only,speeding,2017-05-08 15:32:00,401489,0.007373520190523251,Minor
8389144,2017-04-28,10:58:00,37.3324,-122.07294,property damage only,improper turning,2017-04-28 10:58:00,401845,0.01231491648367375,Minor
8389148,2017-04-05,05:30:00,37.32422,-122.00659,property damage only,speeding,2017-04-05 05:30:00,400560,0.0037504349081267296,Minor
8389152,2017-03-27,10:12:00,37.32981,-122.07928,property damage only,unsafe starting or backing,2017-03-27 10:12:00,401846,0.01885330615568844,Minor
8389154,2017-05-17,16:43:00,37.41565,-121.90448,property damage only,speeding,2017-05-17 16:43:00,400238,0.008201193327795581,Minor
8389156,2017-03-16,16:38:00,37.33085,-122.01422,pain,speeding,2017-03-16 16:38:00,400499,0.0007436699536860606,Minor
8389160,2017-03-08,11:27:00,37.33763,-122.01438,property damage only,speeding,2017-03-08 11:27:00,400499,0.0065850926341198815,Minor
8389164,2017-03-01,08:25:00,37.33763,-122.01438,property damage only,speeding,2017-03-01 08:25:00,400499,0.0065850926341198815,Minor
8389168,2017-04-10,14:20:00,37.32283,-122.00557,property damage only,improper turning,2017-04-10 14:20:00,400560,0.0033486000059850707,Minor
8389172,2017-04-18,08:39:00,37.32281,-122.04624,property damage only,improper turning,2017-04-18 08:39:00,400677,0.0037650084993346147,Minor
8389176,2017-04-20,09:15:00,37.32286,-122.03485,property damage only,unsafe starting or backing,2017-04-20 09:15:00,400823,0.012335616806630877,Minor
8389184,2017-03-12,10:35:00,37.30554,-122.04137,property damage only,improper turning,2017-03-12 10:35:00,400648,0.007037210882160026,Minor
8389188,2017-03-23,15:30:00,37.29251,-121.99774,property damage only,speeding,2017-03-23 15:30:00,400952,0.018310223264618383,Minor
8389192,2017-03-25,05:03:00,37.32283,-122.01062,pain,speeding,2017-03-25 05:03:00,400084,0.006585793270367069,Minor
8389196,2017-03-31,15:10:00,37.33007,-122.03218,property damage only,speeding,2017-03-31 15:10:00,400823,0.004663132209145533,Minor
8389200,2017-03-31,16:23:00,37.32283,-122.03206,property damage only,speeding,2017-03-31 16:23:00,400823,0.011584134063446676,Minor
8389225,2017-03-06,14:46:00,37.32554,-122.01428,property damage only,speeding,2017-03-06 14:46:00,400084,0.004333941970078212,Minor
8389445,2017-05-02,20:53:00,37.41269,-121.91064,property damage only,speeding,2017-05-02 20:53:00,400238,0.0017765731057263472,Minor
8389448,2017-05-28,14:48:00,37.4335,-121.89333,other injury,traffic signals and signs,2017-05-28 14:48:00,407184,0.010445943375300066,Minor
8389449,2017-05-21,13:45:00,37.44216,-121.88931,property damage only,dui,2017-05-21 13:45:00,407184,0.015416824997378219,Minor
8389452,2017-05-23,05:51:00,37.4117,-121.88976,other injury,unsafe lane change,2017-05-23 05:51:00,407190,0.009788625286525836,Minor
8389457,2017-05-28,13:25:00,37.43541,-121.8842,property damage only,speeding,2017-05-28 13:25:00,407184,0.008033178262672329,Minor
8389465,2017-05-25,08:45:00,37.43222,-121.90948,property damage only,improper turning,2017-05-25 08:45:00,401489,0.00885387372849559,Minor
8389472,2017-05-06,23:22:00,37.4058,-121.9029,other injury,other improper driving,2017-05-06 23:22:00,402286,0.006942041486474425,Minor
8389476,2017-05-26,02:00:00,37.41973,-121.90278,pain,dui,2017-05-26 02:00:00,400088,0.010981602296571724,Minor
8389484,2017-05-17,09:11:00,37.43725,-121.8923,property damage only,other than driver (or pedestrian),2017-05-17 09:11:00,407184,0.012348915458447438,Minor
8389485,2017-05-03,13:40:00,37.41349,-121.88368,property damage only,speeding,2017-05-03 13:40:00,407190,0.0037405140021175357,Minor
8389488,2017-05-13,17:46:00,37.44466,-121.90704,pain,following too closely,2017-05-13 17:46:00,401489,0.019834121104809387,Minor
8389489,2017-05-07,19:15:00,37.42437,-121.87456,property damage only,improper passing,2017-05-07 19:15:00,407151,0.008361562652994542,Minor
8389496,2017-05-11,09:13:00,37.42405,-121.92367,other injury,wrong side of road,2017-05-11 09:13:00,413845,0.002380440715496911,Minor
8389497,2017-05-01,18:35:00,37.42729,-121.92105,property damage only,speeding,2017-05-01 18:35:00,401489,0.004092695932982446,Minor
8389500,2017-05-30,13:28:00,37.42102,-121.90441,pain,speeding,2017-05-30 13:28:00,402288,0.009871167002941581,Minor
8389504,2017-05-06,01:45:00,37.41191,-121.89699,other injury,dui,2017-05-06 01:45:00,402286,0.014220172291499059,Minor
8389508,2017-05-05,16:58:00,37.41152,-121.89655,pain,speeding,2017-05-05 16:58:00,402286,0.01446104007324136,Minor
8389758,2017-04-27,18:06:00,37.41203,-121.89807,property damage only,unsafe lane change,2017-04-27 18:06:00,402286,0.013307682743435068,Minor
8389801,2017-04-27,18:36:00,37.4207,-121.91734,other injury,automobile right of way,2017-04-27 18:36:00,402119,0.002353877651858186,Minor
8389805,2017-04-29,15:32:00,37.41564,-121.87781,other injury,other than driver (or pedestrian),2017-04-29 15:32:00,407152,0.002972704156157437,Minor
8389988,2017-05-11,19:06:00,37.40902,-121.90385,property damage only,unsafe starting or backing,2017-05-11 19:06:00,402286,0.006791058827599792,Minor
8390003,2017-03-20,15:13:00,37.3187,-122.01363,property damage only,automobile right of way,2017-03-20 15:13:00,400084,0.010675124964142534,Minor
8390004,2017-03-01,13:50:00,37.28901,-122.03252,pain,speeding,2017-03-01 13:50:00,401224,0.009114157119571786,Minor
8390006,2017-03-04,09:55:00,37.32296,-122.02332,property damage only,traffic signals and signs,2017-03-04 09:55:00,400499,0.011666832689290575,Minor
8390008,2017-03-04,02:40:00,37.29362,-122.01844,pain,improper turning,2017-03-04 02:40:00,401210,0.005511668077804825,Minor
8390010,2017-03-04,10:33:00,37.32276,-122.04155,property damage only,automobile right of way,2017-03-04 10:33:00,400677,0.007713841390652976,Minor
8390011,2017-03-22,08:42:00,37.33007,-122.03218,property damage only,unsafe lane change,2017-03-22 08:42:00,400823,0.004663132209145533,Minor
8390012,2017-03-03,18:33:00,37.33772,-122.03236,pain,traffic signals and signs,2017-03-03 18:33:00,400823,0.004135920937342354,Minor
8390015,2017-03-24,15:16:00,37.31176,-122.05505,property damage only,improper turning,2017-03-24 15:16:00,400209,0.010172746040275125,Minor
8390019,2017-03-28,11:04:00,37.27286,-122.0243,property damage only,improper turning,2017-03-28 11:04:00,400097,0.01500512245868699,Minor
8390023,2017-03-28,08:46:00,37.27997,-121.99435,property damage only,speeding,2017-03-28 08:46:00,400222,0.011317885359032458,Minor
8390031,2017-03-05,06:37:00,37.32292,-122.04941,property damage only,improper turning,2017-03-05 06:37:00,400677,0.002982366342356743,Minor
8390034,2017-03-10,18:42:00,37.32292,-122.01972,property damage only,unsafe lane change,2017-03-10 18:42:00,400499,0.009451159981716431,Minor
8390035,2017-03-24,17:15:00,37.33773,-122.02905,property damage only,speeding,2017-03-24 17:15:00,400823,0.003639104560193364,Minor
8390038,2017-03-11,12:04:00,37.32277,-122.05189,property damage only,dui,2017-03-11 12:04:00,404435,0.003960445429492028,Minor
8390039,2017-03-24,09:24:00,37.31423,-122.01363,property damage only,improper turning,2017-03-24 09:24:00,400560,0.015095595450341616,Minor
8390042,2017-03-14,01:22:00,37.30277,-122.0523,property damage only,dui,2017-03-14 01:22:00,400209,0.017499052602924302,Minor
8390043,2017-03-08,09:08:00,37.33152,-122.03214,property damage only,speeding,2017-03-08 09:08:00,400823,0.0034006296475776842,Minor
8390044,2017-03-24,12:00:00,37.26698,-122.01373,pain,unsafe starting or backing,2017-03-24 12:00:00,400582,0.012073526742421235,Minor
8390046,2017-03-14,09:35:00,37.32554,-122.01428,property damage only,speeding,2017-03-14 09:35:00,400084,0.004333941970078212,Minor
8390047,2017-03-20,13:40:00,37.33772,-122.03236,property damage only,traffic signals and signs,2017-03-20 13:40:00,400823,0.004135920937342354,Minor
8390050,2017-03-01,08:21:00,37.27155,-122.01426,property damage only,speeding,2017-03-01 08:21:00,400097,0.008305104454495567,Minor
8390051,2017-03-16,10:05:00,37.33197,-122.02318,property damage only,speeding,2017-03-16 10:05:00,400823,0.0072960675709677365,Minor
8390054,2017-03-01,13:14:00,37.31604,-122.03219,property damage only,automobile right of way,2017-03-01 13:14:00,400185,0.013118835695289413,Minor
8390055,2017-03-17,15:14:00,37.32299,-122.06864,property damage only,automobile right of way,2017-03-17 15:14:00,401846,0.012428458995393105,Minor
8390057,2017-02-20,16:21:00,37.36189,-121.95779,pain,automobile right of way,2017-02-20 16:21:00,400895,0.019294999999994435,Minor
8390058,2017-03-01,13:51:00,37.27377,-122.01124,property damage only,speeding,2017-03-01 13:51:00,400097,0.005279246158311007,Minor
8390059,2017-03-17,15:34:00,37.32554,-122.01428,property damage only,speeding,2017-03-17 15:34:00,400084,0.004333941970078212,Minor
8390062,2017-03-06,08:17:00,37.33007,-122.03218,property damage only,unsafe starting or backing,2017-03-06 08:17:00,400823,0.004663132209145533,Minor
8390063,2017-03-03,08:38:00,37.31418,-122.00739,property damage only,automobile right of way,2017-03-03 08:38:00,400560,0.011569584348634691,Minor
8390066,2017-03-07,09:31:00,37.32177,-122.01063,property damage only,improper turning,2017-03-07 09:31:00,400084,0.007622012398313177,Minor
8390067,2017-03-03,09:31:00,37.33749,-122.04127,property damage only,automobile right of way,2017-03-03 09:31:00,404640,0.009212102094530238,Minor
8390071,2017-03-28,22:03:00,37.31977,-122.04135,property damage only,traffic signals and signs,2017-03-28 22:03:00,400677,0.007410887193866776,Minor
8390074,2017-03-08,08:57:00,37.32286,-122.01428,property damage only,traffic signals and signs,2017-03-08 08:57:00,400084,0.006774506107460083,Minor
8390075,2017-03-31,23:42:00,37.32286,-122.01428,property damage only,traffic signals and signs,2017-03-31 23:42:00,400084,0.006774506107460083,Minor
8390078,2017-03-15,09:38:00,37.2677,-122.00556,property damage only,improper turning,2017-03-15 09:38:00,400582,0.007541113180425245,Minor
8390081,2017-03-29,15:20:00,37.3324,-122.07294,pain,wrong side of road,2017-03-29 15:20:00,401845,0.01231491648367375,Minor
8390084,2017-04-09,15:55:00,37.32276,-122.04155,property damage only,unsafe starting or backing,2017-04-09 15:55:00,400677,0.007713841390652976,Minor
8390085,2017-03-17,19:53:00,37.32277,-122.05189,pain,pedestrian right of way,2017-03-17 19:53:00,404435,0.003960445429492028,Minor
8390088,2017-04-08,15:03:00,37.32296,-122.02332,property damage only,automobile right of way,2017-04-08 15:03:00,400499,0.011666832689290575,Minor
8390092,2017-04-09,09:05:00,37.30087,-122.04471,property damage only,improper turning,2017-04-09 09:05:00,400648,0.01013871771970453,Minor
8390093,2017-03-17,18:47:00,37.33038,-122.02514,pain,improper turning,2017-03-17 18:47:00,400823,0.006299206457969968,Minor
8390096,2017-04-12,20:54:00,37.32286,-122.01428,property damage only,improper turning,2017-04-12 20:54:00,400084,0.006774506107460083,Minor
8390097,2017-03-21,15:53:00,37.32422,-122.00659,other injury,pedestrian right of way,2017-03-21 15:53:00,400560,0.0037504349081267296,Minor
8390100,2017-04-13,12:56:00,37.33007,-122.03218,property damage only,speeding,2017-04-13 12:56:00,400823,0.004663132209145533,Minor
8390101,2017-03-21,21:15:00,37.32283,-122.03206,other injury,pedestrian right of way,2017-03-21 21:15:00,400823,0.011584134063446676,Minor
8390104,2017-04-10,13:32:00,37.32283,-122.01062,property damage only,speeding,2017-04-10 13:32:00,400084,0.006585793270367069,Minor
8390105,2017-03-22,17:45:00,37.32292,-122.01972,pain,speeding,2017-03-22 17:45:00,400499,0.009451159981716431,Minor
8390108,2017-04-13,12:45:00,37.27155,-122.01426,property damage only,speeding,2017-04-13 12:45:00,400097,0.008305104454495567,Minor
8390112,2017-04-13,13:22:00,37.32286,-122.03485,property damage only,traffic signals and signs,2017-04-13 13:22:00,400823,0.012335616806630877,Minor
8390113,2017-03-08,19:45:00,37.33007,-122.03218,pain,automobile right of way,2017-03-08 19:45:00,400823,0.004663132209145533,Minor
8390115,2017-04-21,23:39:00,37.31737,-122.01349,property damage only,dui,2017-04-21 23:39:00,400084,0.011974536024420028,Minor
8390116,2017-04-14,15:47:00,37.32276,-122.04155,property damage only,speeding,2017-04-14 15:47:00,400677,0.007713841390652976,Minor
8390117,2017-03-06,08:16:00,37.32288,-122.05544,pain,improper turning,2017-03-06 08:16:00,404435,0.005901583516310281,Minor
8390119,2017-04-05,20:56:00,37.31737,-122.01349,property damage only,improper turning,2017-04-05 20:56:00,400084,0.011974536024420028,Minor
8390120,2017-04-09,17:02:00,37.32292,-122.01972,property damage only,unsafe lane change,2017-04-09 17:02:00,400499,0.009451159981716431,Minor
8390121,2017-03-28,12:16:00,37.31604,-122.03219,pain,speeding,2017-03-28 12:16:00,400185,0.013118835695289413,Minor
8390123,2017-04-06,13:01:00,37.3157,-122.04149,property damage only,speeding,2017-04-06 13:01:00,400677,0.008448987454136782,Minor
8390124,2017-04-25,16:00:00,37.32276,-122.04155,property damage only,speeding,2017-04-25 16:00:00,400677,0.007713841390652976,Minor
8390127,2017-04-06,12:13:00,37.31604,-122.03219,property damage only,improper turning,2017-04-06 12:13:00,400185,0.013118835695289413,Minor
8390128,2017-04-27,06:00:00,37.31228,-122.03225,property damage only,unsafe lane change,2017-04-27 06:00:00,400185,0.009428092596065151,Minor
8390129,2017-03-30,15:41:00,37.2824,-122.00757,other injury,speeding,2017-03-30 15:41:00,400952,0.004213307014686783,Minor
8390131,2017-04-06,03:55:00,37.27538,-122.01991,property damage only,improper turning,2017-04-06 03:55:00,400097,0.00998033265979337,Minor
8390132,2017-04-27,17:20:00,37.28183,-122.03238,property damage only,improper turning,2017-04-27 17:20:00,401224,0.012708451518581739,Minor
8390135,2017-04-09,05:32:00,37.2937,-122.04417,property damage only,improper turning,2017-04-09 05:32:00,400648,0.01321234335762686,Minor
8390140,2017-04-17,14:50:00,37.27024,-122.02461,property damage only,automobile right of way,2017-04-17 14:50:00,400097,0.016517748030532877,Minor
8390144,2017-04-10,10:58:00,37.28133,-122.00296,property damage only,unsafe starting or backing,2017-04-10 10:58:00,400222,0.006185368946146357,Minor
8390148,2017-04-09,17:28:00,37.28852,-122.01923,property damage only,improper turning,2017-04-09 17:28:00,401210,0.0049482931400621055,Minor
8390151,2017-04-20,17:21:00,37.32831,-122.01062,property damage only,unknown,2017-04-20 17:21:00,400084,0.0017181946921168755,Minor
8390155,2017-04-21,09:05:00,37.32277,-122.0035,property damage only,improper turning,2017-04-21 09:05:00,400560,0.00215676656132234,Minor
8390156,2017-04-23,12:45:00,37.31604,-122.03219,property damage only,speeding,2017-04-23 12:45:00,400185,0.013118835695289413,Minor
8390159,2017-04-21,13:17:00,37.33743,-122.03662,property damage only,speeding,2017-04-21 13:17:00,400823,0.00724471131239263,Minor
8390160,2017-04-23,16:52:00,37.33772,-122.03236,property damage only,unsafe lane change,2017-04-23 16:52:00,400823,0.004135920937342354,Minor
8390198,2017-04-13,15:10:00,37.32276,-122.04155,other injury,wrong side of road,2017-04-13 15:10:00,400677,0.007713841390652976,Minor
8390226,2017-04-24,15:19:00,37.27155,-122.01426,pain,speeding,2017-04-24 15:19:00,400097,0.008305104454495567,Minor
8390230,2017-04-04,12:15:00,37.32554,-122.01428,pain,speeding,2017-04-04 12:15:00,400084,0.004333941970078212,Minor
8390234,2017-04-19,12:44:00,37.32281,-122.04624,pain,speeding,2017-04-19 12:44:00,400677,0.0037650084993346147,Minor
8390238,2017-04-21,10:58:00,37.32292,-122.01972,pain,improper turning,2017-04-21 10:58:00,400499,0.009451159981716431,Minor
8390328,2017-05-03,08:48:00,37.43159,-121.91348,property damage only,unsafe starting or backing,2017-05-03 08:48:00,401489,0.0053821129679728465,Minor
8390332,2017-05-20,12:00:00,37.43445,-121.88379,property damage only,automobile right of way,2017-05-20 12:00:00,407184,0.00712597873978734,Minor
8391746,2017-03-15,16:16:00,37.37929,-122.04768,pain,improper turning,2017-03-15 16:16:00,407342,0.019924964040121233,Minor
8391750,2017-03-15,14:11:00,37.33753,-122.04142,pain,speeding,2017-03-15 14:11:00,404640,0.00909339897947701,Minor
8391751,2017-03-17,11:41:00,37.41043,-122.02656,property damage only,speeding,2017-03-17 11:41:00,400581,0.008157433726359027,Minor
8391754,2017-03-14,23:00:00,37.33741,-122.02503,pain,pedestrian right of way,2017-03-14 23:00:00,400823,0.005984018883662814,Minor
8391758,2017-03-13,08:48:00,37.35962,-122.05985,other injury,improper turning,2017-03-13 08:48:00,402060,0.003908763743187163,Minor
8391759,2017-03-18,12:28:00,37.39148,-122.01418,property damage only,automobile right of way,2017-03-18 12:28:00,404553,0.0043097560255809,Minor
8393510,2017-03-03,08:05:00,37.27291,-122.01235,property damage only,automobile right of way,2017-03-03 08:05:00,400097,0.006344139027481196,Minor
8393514,2017-03-03,17:55:00,37.32814,-122.01425,property damage only,speeding,2017-03-03 17:55:00,400673,0.002010013184037037,Minor
8393584,2017-04-29,13:55:00,37.32637,-122.03224,pain,traffic signals and signs,2017-04-29 13:55:00,400823,0.008161573500252668,Minor
8393592,2017-04-29,10:23:00,37.30783,-122.05032,severe injury,automobile right of way,2017-04-29 10:23:00,400209,0.012199290225251477,Minor
8393596,2017-04-28,10:10:00,37.31574,-122.044,pain,automobile right of way,2017-04-28 10:10:00,400677,0.006392335175825814,Minor
8396420,2017-03-30,16:16:00,37.3815,-122.01843,pain,speeding,2017-03-30 16:16:00,404553,0.015067190746787393,Minor
8396899,2017-03-14,09:12:00,37.3832,-122.04468,other injury,unsafe lane change,2017-03-14 09:12:00,404554,0.018931726228738944,Minor
8396903,2017-03-30,16:46:00,37.33753,-122.04142,pain,automobile right of way,2017-03-30 16:46:00,404640,0.00909339897947701,Minor
8396907,2017-03-30,16:24:00,37.37946,-122.01918,pain,traffic signals and signs,2017-03-30 16:24:00,402371,0.01723133903676606,Minor
8396911,2017-03-27,15:42:00,37.40618,-122.03714,pain,automobile right of way,2017-03-27 15:42:00,404522,0.006084163870253848,Minor
8396915,2017-03-27,12:35:00,37.40622,-121.996,other injury,unsafe lane change,2017-03-27 12:35:00,400970,0.0034680867924579474,Minor
8396916,2017-03-23,10:01:00,37.38413,-122.0175,property damage only,improper turning,2017-03-23 10:01:00,404553,0.012277660078376988,Minor
8396923,2017-03-26,10:03:00,37.39255,-121.99575,pain,speeding,2017-03-26 10:03:00,400168,0.001402330916725246,Minor
8396924,2017-03-30,15:04:00,37.38059,-122.00109,property damage only,other than driver (or pedestrian),2017-03-30 15:04:00,400790,0.011725715031500931,Minor
8398815,2017-05-07,19:33:00,37.43373,-121.89306,property damage only,other than driver (or pedestrian),2017-05-07 19:33:00,407184,0.010366671259372563,Minor
8398823,2017-05-18,14:55:00,37.41489,-121.88947,property damage only,improper turning,2017-05-18 14:55:00,407152,0.008798889134429475,Minor
8399246,2017-04-07,20:36:00,37.33772,-122.03236,pain,traffic signals and signs,2017-04-07 20:36:00,400823,0.004135920937342354,Minor
8399258,2017-04-01,11:28:00,37.38308,-122.013,other injury,speeding,2017-04-01 11:28:00,400904,0.012241261903905955,Minor
8399262,2017-04-03,17:31:00,37.3375,-122.03977,other injury,improper turning,2017-04-03 17:31:00,400823,0.010191431793422186,Minor
8399619,2017-04-08,20:52:00,37.40188,-122.02713,property damage only,dui,2017-04-08 20:52:00,400581,0.002093003822254748,Minor
8399623,2017-04-08,17:13:00,37.403,-122.01075,property damage only,speeding,2017-04-08 17:13:00,404585,0.0034070264161007576,Minor
8399635,2017-04-06,07:58:00,37.38692,-122.04339,property damage only,speeding,2017-04-06 07:58:00,404554,0.015069989316516366,Minor
8400222,2017-03-31,17:42:00,37.40881,-122.01105,property damage only,improper turning,2017-03-31 17:42:00,404586,0.002403802404525592,Minor
8402973,2017-05-15,07:02:00,37.33614,-121.97532,property damage only,unsafe starting or backing,2017-05-15 07:02:00,400414,0.018305506412011504,Minor
8403053,2017-05-02,10:51:00,37.39239,-121.97653,pain,traffic signals and signs,2017-05-02 10:51:00,400246,0.006533800195906489,Minor
8403057,2017-05-03,14:20:00,37.40317,-121.97795,pain,unknown,2017-05-03 14:20:00,400973,0.015568501083917202,Minor
8403107,2017-05-20,17:36:00,37.34191,-121.93988,other injury,speeding,2017-05-20 17:36:00,400514,0.008143053972558961,Minor
8403115,2017-05-18,02:59:00,37.40317,-121.97795,pain,speeding,2017-05-18 02:59:00,400973,0.015568501083917202,Minor
8403119,2017-05-30,16:34:00,37.32319,-121.98726,pain,pedestrian violation,2017-05-30 16:34:00,400429,0.007012130988497205,Minor
8403223,2017-05-26,08:45:00,37.34388,-121.94817,pain,wrong side of road,2017-05-26 08:45:00,400723,0.01494243460752034,Minor
8403227,2017-05-23,15:43:00,37.35686,-121.93474,pain,automobile right of way,2017-05-23 15:43:00,401816,0.016315361626388743,Minor
8403235,2017-05-10,17:47:00,37.32984,-121.97208,other injury,improper turning,2017-05-10 17:47:00,400414,0.012993122988718507,Minor
8404584,2017-01-13,10:01:00,37.39493,-121.95858,fatal,unknown,2017-01-13 10:01:00,400206,0.014025490223169916,Minor
8405060,2017-05-03,13:15:00,37.35762,-121.93716,property damage only,unsafe lane change,2017-05-03 13:15:00,401816,0.01699727110449873,Minor
8405107,2017-03-30,16:42:00,37.36654,-121.94127,property damage only,following too closely,2017-03-30 16:42:00,400172,0.009848022136446262,Minor
8413919,2017-05-31,14:46:00,37.26647,-122.02078,other injury,automobile right of way,2017-05-31 14:46:00,400097,0.01614463749981199,Minor
8419531,2017-05-23,21:47:00,37.33197,-122.01418,property damage only,improper turning,2017-05-23 21:47:00,400499,0.001173714190084526,Minor
8419539,2017-05-10,09:01:00,37.27224,-122.0132,property damage only,improper turning,2017-05-10 09:01:00,400097,0.00724895716638679,Minor
8419543,2017-05-17,18:17:00,37.33791,-122.00542,property damage only,improper turning,2017-05-17 18:17:00,400084,0.010902008668133957,Minor
8419602,2017-05-09,11:42:00,37.32276,-122.04155,other injury,traffic signals and signs,2017-05-09 11:42:00,400677,0.007713841390652976,Minor
8419610,2017-05-04,15:36:00,37.30997,-122.05058,pain,speeding,2017-05-04 15:36:00,400209,0.010110365077482586,Minor
8419614,2017-05-16,08:25:00,37.33296,-122.04137,pain,automobile right of way,2017-05-16 08:25:00,404640,0.008282859711477212,Minor
8419631,2017-05-10,08:50:00,37.31631,-122.00564,pain,automobile right of way,2017-05-10 08:50:00,400560,0.008961073707993724,Minor
8419647,2017-05-07,16:12:00,37.32292,-122.01972,pain,traffic signals and signs,2017-05-07 16:12:00,400499,0.009451159981716431,Minor
8419651,2017-05-20,10:52:00,37.32283,-122.05435,other injury,improper turning,2017-05-20 10:52:00,404435,0.005136988222676166,Minor
8419655,2017-05-12,14:45:00,37.31072,-122.01041,pain,automobile right of way,2017-05-12 14:45:00,400560,0.015996297134026227,Minor
8419659,2017-05-15,08:04:00,37.27291,-122.01235,pain,automobile right of way,2017-05-15 08:04:00,400097,0.006344139027481196,Minor
8419663,2017-05-25,10:00:00,37.32272,-122.03741,other injury,pedestrian right of way,2017-05-25 10:00:00,400677,0.011666126563703133,Minor
8419671,2017-05-23,15:05:00,37.31233,-122.00752,other injury,improper turning,2017-05-23 15:05:00,400560,0.013338017918720682,Minor
8419675,2017-05-15,18:00:00,37.33759,-122.06287,severe injury,automobile right of way,2017-05-15 18:00:00,407373,0.0031532411896450364,Minor
8419679,2017-05-28,17:14:00,37.31337,-122.06498,severe injury,automobile right of way,2017-05-28 17:14:00,400209,0.017257226949895548,Minor
8419684,2017-05-15,12:22:00,37.3157,-122.04149,property damage only,speeding,2017-05-15 12:22:00,400677,0.008448987454136782,Minor
8419688,2017-05-22,09:10:00,37.29393,-122.03233,property damage only,improper turning,2017-05-22 09:10:00,400828,0.005372053331825924,Minor
8419692,2017-05-19,07:10:00,37.2566,-121.99536,property damage only,dui,2017-05-19 07:10:00,404444,0.0162062048919657,Minor
8419696,2017-05-19,11:45:00,37.31604,-122.03219,property damage only,unsafe lane change,2017-05-19 11:45:00,400185,0.013118835695289413,Minor
8419700,2017-05-26,09:54:00,37.31604,-122.03219,property damage only,speeding,2017-05-26 09:54:00,400185,0.013118835695289413,Minor
8419704,2017-05-20,16:40:00,37.32523,-122.04158,property damage only,speeding,2017-05-20 16:40:00,400677,0.00887455514379164,Minor
8419708,2017-05-27,13:26:00,37.33772,-122.02519,property damage only,speeding,2017-05-27 13:26:00,400823,0.006021966622298992,Minor
8419711,2017-05-04,17:30:00,37.31604,-122.03219,property damage only,unsafe lane change,2017-05-04 17:30:00,400185,0.013118835695289413,Minor
8419716,2017-05-23,12:30:00,37.28133,-122.00296,property damage only,improper turning,2017-05-23 12:30:00,400222,0.006185368946146357,Minor
8419719,2017-05-02,07:35:00,37.26699,-121.99319,property damage only,speeding,2017-05-02 07:35:00,404444,0.01161796268715808,Minor
8419723,2017-05-04,16:00:00,37.31604,-122.03219,property damage only,improper turning,2017-05-04 16:00:00,400185,0.013118835695289413,Minor
8419724,2017-05-25,15:13:00,37.30597,-122.03714,property damage only,improper turning,2017-05-25 15:13:00,400648,0.0037678955664904234,Minor
8419727,2017-05-02,14:44:00,37.32799,-122.06439,property damage only,improper turning,2017-05-02 14:44:00,401846,0.00586630999863319,Minor
8419728,2017-05-27,10:20:00,37.26721,-122.01155,property damage only,automobile right of way,2017-05-27 10:20:00,400582,0.01040582087103155,Minor
8419731,2017-05-09,15:11:00,37.27155,-122.01426,other injury,pedestrian right of way,2017-05-09 15:11:00,400097,0.008305104454495567,Minor
8419732,2017-05-30,12:19:00,37.32045,-122.01428,property damage only,speeding,2017-05-30 12:19:00,400084,0.009085174351656235,Minor
8419735,2017-05-06,00:45:00,37.30684,-122.04711,property damage only,dui,2017-05-06 00:45:00,400648,0.012889315614106868,Minor
